id,guid,receipt_number,device_number,device_name,operator_id,operator_name,shift_id,carpark_name,carpark_number,parking_rate_label,parking_rate_name,entry_grace_period,exit_grace_period,vat_type,vat_percentage,ticket_id,entry_date_time,payment_date_time,max_exit_date_time,parking_duration,payment_category,parking_fee,vat_amount,lost_fee,admin_fixed_charges,ticket_replacement_fee,discount_amount,gross_amount,amount_received,discount_id,discount_category,discount_name,coupon_id,coupon_category,coupon_source,product_id,product_quantity,payment_type,authentication_code,bank_notes,void,void_user,void_reason,void_date_time,record_creation_time,facility_number,validation_id,validation_value,validation_hours,validation_transactions,customer_card_id,balance_returned,credit_note,entry_plate_number,exit_plate_number,wallet_points,parktron_payment_id,update_reason,last_updated_datetime
1509,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188234f521,2021-04-16 22:36:39,2021-04-16 00:10:32,2021-04-16 23:36:08,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 23:34:31,200002,,100,0,,,0,0,S 43004,,0,0,,2021-05-31 11:28:19
1510,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881e5dbd2,2021-04-16 21:10:15,2021-04-16 00:10:32,2021-04-16 23:36:24,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 23:34:47,200002,,100,0,,,0,0,5 52955,,0,0,,2021-05-31 11:28:19
1511,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881f0d32e,2021-04-16 21:22:14,2021-04-16 00:10:32,2021-04-16 23:48:56,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-16 23:47:32,200002,,100,0,,,0,0,B 505,,0,0,,2021-05-31 11:28:19
1512,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018821714bb,2021-04-16 22:04:01,2021-04-16 00:10:32,2021-04-17 00:04:38,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:03:01,200002,,100,0,,,0,0,K 41144,,0,0,,2021-05-31 11:28:19
1513,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188252ea2d,2021-04-16 23:09:22,2021-04-16 00:10:32,2021-04-17 00:13:47,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:12:16,200002,,100,0,,,0,0,B 415,,0,0,,2021-05-31 11:28:19
1514,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188219d08d,2021-04-16 22:07:00,2021-04-16 00:10:32,2021-04-17 00:22:37,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:21:01,200002,,100,0,,,0,0,O 38387,,0,0,,2021-05-31 11:28:19
1515,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018821b51c9,2021-04-16 22:08:39,2021-04-16 00:10:32,2021-04-17 00:22:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:21:16,200002,,100,0,,,0,0,V 40849,,0,0,,2021-05-31 11:28:19
1516,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881f30a9f,2021-04-16 21:24:39,2021-04-16 00:10:32,2021-04-17 00:24:12,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:22:46,200002,,100,0,,,0,0,G 99909,,0,0,,2021-05-31 11:28:19
1517,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188207b055,2021-04-16 21:47:12,2021-04-16 00:10:32,2021-04-17 00:34:17,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:32:46,200002,,100,0,,,0,0,J 599,,0,0,,2021-05-31 11:28:19
1518,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188223f016,2021-04-16 22:18:03,2021-04-16 00:10:32,2021-04-17 00:35:23,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:33:46,200002,,100,0,,,0,0,W 27131,,0,0,,2021-05-31 11:28:19
1519,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881fe9c04,2021-04-16 21:37:17,2021-04-16 00:10:32,2021-04-17 00:38:50,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:37:14,200002,,100,0,,,0,0,H 33403,,0,0,,2021-05-31 11:28:19
1520,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881bfffe7,2021-04-16 20:28:54,2021-04-16 00:10:32,2021-04-17 00:40:09,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:38:44,200002,,100,0,,,0,0,G 52018,,0,0,,2021-05-31 11:28:19
1521,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001882182a06,2021-04-16 22:05:12,2021-04-16 00:10:32,2021-04-17 00:40:26,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:39:00,200002,,100,0,,,0,0,Q 13236,,0,0,,2021-05-31 11:28:19
1522,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188258212c,2021-04-16 23:15:04,2021-04-16 00:10:32,2021-04-17 00:42:09,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:40:44,200002,,100,0,,,0,0,8 150,,0,0,,2021-05-31 11:28:19
1523,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001882513e4c,2021-04-16 23:07:33,2021-04-16 00:10:32,2021-04-17 00:42:29,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:41:00,200002,,100,0,,,0,0,I 52824,,0,0,,2021-05-31 11:28:19
1524,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018824fdd2e,2021-04-16 23:06:02,2021-04-16 00:10:32,2021-04-17 00:42:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:41:14,200002,,100,0,,,0,0,A 41414,,0,0,,2021-05-31 11:28:19
1525,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018824ae2fb,2021-04-16 23:00:36,2021-04-16 00:10:32,2021-04-17 00:45:36,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:43:59,200002,,100,0,,,0,0,6 93247,,0,0,,2021-05-31 11:28:19
1526,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018823ef5e1,2021-04-16 22:47:34,2021-04-16 00:10:32,2021-04-17 00:46:10,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:44:44,200002,,100,0,,,0,0,11 64406,,0,0,,2021-05-31 11:28:19
1527,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881fcd4f1,2021-04-16 21:35:20,2021-04-16 00:10:32,2021-04-17 00:55:06,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:53:29,200002,,100,0,,,0,0,P 98154,,0,0,,2021-05-31 11:28:19
1528,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018820d10e3,2021-04-16 21:53:04,2021-04-16 00:10:32,2021-04-17 00:55:29,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:53:59,200002,,100,0,,,0,0,D 56828,,0,0,,2021-05-31 11:28:19
1529,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018821b671c,2021-04-16 22:08:44,2021-04-16 00:10:32,2021-04-17 00:56:36,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:54:59,200002,,100,0,,,0,0,P 64283,,0,0,,2021-05-31 11:28:19
1530,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001882af9ac0,2021-04-17 00:50:37,2021-04-16 00:10:32,2021-04-17 00:57:34,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:55:59,200002,,100,0,,,0,0,G 31073,,0,0,,2021-05-31 11:28:19
1531,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188222ba01,2021-04-16 22:16:44,2021-04-16 00:10:32,2021-04-17 00:57:47,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:56:14,200002,,100,0,,,0,0,K 37947,,0,0,,2021-05-31 11:28:19
1532,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881b93d4c,2021-04-16 20:21:31,2021-04-16 00:10:32,2021-04-17 01:00:19,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:58:44,200002,,100,0,,,0,0,D 4,,0,0,,2021-05-31 11:28:19
1533,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018825a4af2,2021-04-16 23:17:25,2021-04-16 00:10:32,2021-04-17 01:00:43,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 00:59:14,200002,,100,0,,,0,0,L 2052,,0,0,,2021-05-31 11:28:19
1534,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188230b472,2021-04-16 22:32:00,2021-04-16 00:10:32,2021-04-17 01:02:33,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:00:59,200002,,100,0,,,0,0,12 99032,,0,0,,2021-05-31 11:28:19
1535,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881efffb7,2021-04-16 21:21:18,2021-04-16 00:10:32,2021-04-17 01:10:32,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:08:59,200002,,100,0,,,0,0,D 8485,,0,0,,2021-05-31 11:28:19
1536,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188257523b,2021-04-16 23:14:11,2021-04-16 00:10:32,2021-04-17 01:11:24,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:09:59,200002,,100,0,,,0,0,M 711,,0,0,,2021-05-31 11:28:19
1537,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018821390ee,2021-04-16 22:00:10,2021-04-16 00:10:32,2021-04-17 01:23:51,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:22:20,200002,,100,0,,,0,0,O 49202,,0,0,,2021-05-31 11:28:19
1538,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018821aabd3,2021-04-16 22:07:56,2021-04-16 00:10:32,2021-04-17 01:24:04,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:22:35,200002,,100,0,,,0,0,B 52216,,0,0,,2021-05-31 11:28:19
1539,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881e31745,2021-04-16 21:07:14,2021-04-16 00:10:32,2021-04-17 01:45:01,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:43:28,200002,,100,0,,,0,0,T 27130,,0,0,,2021-05-31 11:28:19
1540,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881e77601,2021-04-16 21:12:00,2021-04-16 00:10:32,2021-04-17 01:46:43,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:45:13,200002,,100,0,,,0,0,J 96600,,0,0,,2021-05-31 11:28:19
1541,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018820df80c,2021-04-16 21:54:03,2021-04-16 00:10:32,2021-04-17 01:58:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 01:57:13,200002,,100,0,,,0,0,S 63565,,0,0,,2021-05-31 11:28:19
1542,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881fb3b2c,2021-04-16 21:33:36,2021-04-16 00:10:32,2021-04-17 02:02:25,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 02:00:58,200002,,100,0,,,0,0,R 35813,,0,0,,2021-05-31 11:28:19
1543,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001882357e19,2021-04-16 22:37:14,2021-04-16 00:10:32,2021-04-17 02:04:39,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 02:03:13,200002,,100,0,,,0,0,T 1407,,0,0,,2021-05-31 11:28:19
1544,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018820924f8,2021-04-16 21:48:47,2021-04-16 00:10:32,2021-04-17 02:07:37,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 02:06:13,200002,,100,0,,,0,0,T 6369,,0,0,,2021-05-31 11:28:19
1545,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001882213371,2021-04-16 22:15:04,2021-04-16 00:10:32,2021-04-17 02:07:46,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 02:06:13,200002,,100,0,,,0,0,17 76804,,0,0,,2021-05-31 11:28:19
1546,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001881a88995,2021-04-16 20:03:16,2021-04-16 00:10:32,2021-04-17 02:16:32,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 02:14:58,200002,,100,0,,,0,0,T 56792,,0,0,,2021-05-31 11:28:19
1547,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188574c92e,2021-04-17 13:45:12,2021-04-16 00:10:32,2021-04-17 13:59:46,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 13:58:14,200002,,100,0,,,0,0,H 48051,,0,0,,2021-05-31 11:28:19
1548,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018853b96cb,2021-04-17 12:42:44,2021-04-16 00:10:32,2021-04-17 14:00:04,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 13:58:29,200002,,100,0,,,0,0,N 86067,,0,0,,2021-05-31 11:28:19
1549,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001885500485,2021-04-17 13:05:03,2021-04-16 00:10:32,2021-04-17 15:09:10,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 15:07:35,200002,,100,0,,,0,0,R 828,,0,0,,2021-05-31 11:28:19
1550,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018858c50b3,2021-04-17 14:10:54,2021-04-16 00:10:32,2021-04-17 15:18:29,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 15:16:53,200002,,100,0,,,0,0,I 94544,,0,0,,2021-05-31 11:28:19
1551,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001885919efc,2021-04-17 14:16:42,2021-04-16 00:10:32,2021-04-17 16:20:30,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 16:18:59,200002,,100,0,,,0,0,G 33628,,0,0,,2021-05-31 11:28:19
1552,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886386470,2021-04-17 17:18:51,2021-04-16 00:10:32,2021-04-17 19:07:17,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 19:05:46,200002,,100,0,,,0,0,J 94909,,0,0,,2021-05-31 11:28:19
1553,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188672684e,2021-04-17 18:22:14,2021-04-16 00:10:32,2021-04-17 20:21:02,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:19:31,200002,,100,0,,,0,0,CLA 4629,,0,0,,2021-05-31 11:28:19
1554,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001885a391cd,2021-04-17 14:36:20,2021-04-16 00:10:32,2021-04-17 20:23:40,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:22:16,200002,,100,0,,,0,0,U 20423,,0,0,,2021-05-31 11:28:19
1555,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188594ab65,2021-04-17 14:20:02,2021-04-16 00:10:32,2021-04-17 20:23:52,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:22:16,200002,,100,0,,,0,0,N 51825,,0,0,,2021-05-31 11:28:19
1556,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886477426,2021-04-17 17:35:20,2021-04-16 00:10:32,2021-04-17 20:50:36,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:49:04,200002,,100,0,,,0,0,T 36926,,0,0,,2021-05-31 11:28:19
1557,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018868b6a3a,2021-04-17 18:49:32,2021-04-16 00:10:32,2021-04-17 20:52:00,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:50:35,200002,,100,0,,,0,0,U 41916,,0,0,,2021-05-31 11:28:19
1558,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886568308,2021-04-17 17:51:46,2021-04-16 00:10:32,2021-04-17 21:00:50,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:59:20,200002,,100,0,,,0,0,J 22961,,0,0,,2021-05-31 11:28:19
1559,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188654fb15,2021-04-17 17:50:06,2021-04-16 00:10:32,2021-04-17 21:01:00,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 20:59:34,200002,,100,0,,,0,0,O 17169,,0,0,,2021-05-31 11:28:19
1560,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886b989de,2021-04-17 19:39:56,2021-04-16 00:10:32,2021-04-17 21:02:48,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:01:20,200002,,100,0,,,0,0,H 38292,,0,0,,2021-05-31 11:28:19
1561,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886b175dc,2021-04-17 19:31:06,2021-04-16 00:10:32,2021-04-17 21:19:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:18:20,200002,,100,0,,,0,0,S 8134,,0,0,,2021-05-31 11:28:19
1562,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886843482,2021-04-17 18:41:40,2021-04-16 00:10:32,2021-04-17 21:22:29,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:21:04,200002,,100,0,,,0,0,7 25816,,0,0,,2021-05-31 11:28:19
1563,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018867880ea,2021-04-17 18:28:53,2021-04-16 00:10:32,2021-04-17 21:23:06,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:21:34,200002,,100,0,,,0,0,G 70000,,0,0,,2021-05-31 11:28:19
1564,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e9010100188688500b,2021-04-17 18:46:09,2021-04-16 00:10:32,2021-04-17 21:23:25,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:21:49,200002,,100,0,,,0,0,B 415,,0,0,,2021-05-31 11:28:19
1565,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018869c63a7,2021-04-17 19:08:05,2021-04-16 00:10:32,2021-04-17 21:54:28,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:52:52,200002,,100,0,,,0,0,G 3564,,0,0,,2021-05-31 11:28:19
1566,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886b46db8,2021-04-17 19:34:20,2021-04-16 00:10:32,2021-04-17 22:00:44,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:59:13,200002,,100,0,,,0,0,V 74929,,0,0,,2021-05-31 11:28:19
1567,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886af2d7f,2021-04-17 19:28:36,2021-04-16 00:10:32,2021-04-17 22:00:57,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 21:59:28,200002,,100,0,,,0,0,I 56477,,0,0,,2021-05-31 11:28:19
1568,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018871ca4d9,2021-04-17 21:28:10,2021-04-16 00:10:32,2021-04-17 22:14:06,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 22:12:28,200002,,100,0,,,0,0,CID 31874,,0,0,,2021-05-31 11:28:19
1569,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018871841be,2021-04-17 21:23:23,2021-04-16 00:10:32,2021-04-17 22:14:20,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 22:12:49,200002,,100,0,,,0,0,CC 1434,,0,0,,2021-05-31 11:28:19
1570,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018871bd2a5,2021-04-17 21:27:16,2021-04-16 00:10:32,2021-04-17 22:14:31,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 22:13:04,200002,,100,0,,,0,0,CID 40436,,0,0,,2021-05-31 11:28:19
1571,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e901010018871ae821,2021-04-17 21:26:16,2021-04-16 00:10:32,2021-04-17 22:14:45,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 22:13:19,200002,,100,0,,,0,0,CID 31922,,0,0,,2021-05-31 11:28:19
1572,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886f486f5,2021-04-17 20:44:21,2021-04-16 00:10:32,2021-04-17 22:35:12,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 22:33:40,200002,,100,0,,,0,0,O 8879,,0,0,,2021-05-31 11:28:19
1573,,52,84,Handheld Cashier 2,30,parcx,ICD8420210414135849,ICD,1,,parking_rates1,,,inclusive,5,3e90101001886ef37a1,2021-04-17 20:38:33,2021-04-16 00:10:32,2021-04-17 22:42:22,2H 13M,Regular Payment,100,0,0,0,0,0,0,0,0,,,,,,0,0,Cash,,,,,,,2021-04-17 22:40:55,200002,,100,0,,,0,0,L 48386,,0,0,,2021-05-31 11:28:19
